controller,reference_type,weight_label,scenario,seed,scenario_seed,day_id,ramp95_kw_per_min,cap_violation_pct_import,cap_violation_pct_export,cap_violation_pct_total,resilience_score,soc_band_residency,throughput_kwh,efc,lfp_cycle_loss_pct,t_high_soc_h,t_low_soc_h,ceq_q95,t_high_c_h,efcrf,idod,n_micro,flip_per_hour,flip_per_day,mean_cpu_ms,max_cpu_ms,rainflow_hist
OraclePreview_0.1_0.01_0.001,OraclePreview,0.1|0.01|0.001,load_step,1,load_step_seed1,0,9.278601242216405,7.291666666666667,0.0,7.291666666666667,100.0,1.0,15.572106111273664,0.07786053055636832,0.0013483469181030116,0.0,0.0,0.054724573547923316,0.0,0.0819582825787559,0.013433290576328251,19.5,1.6666666666666667,40.0,637.916602221877,1154.5904999948107,"{'[0.0,0.1)': 19.5, '[0.1,0.2)': 0.5, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_0.1_0.01_0.001,OraclePreview,0.1|0.01|0.001,load_step,2,load_step_seed2,0,9.352024901656707,6.875000000000001,0.0,6.875000000000001,100.0,1.0,14.852756223372337,0.07426378111686169,0.0012762628348524793,0.0,0.0,0.05058152797926299,0.0,0.07817229689035135,0.012221592527002088,11.0,0.9583333333333334,23.0,498.43648611086894,1153.7156999693252,"{'[0.0,0.1)': 11.0, '[0.1,0.2)': 0.5, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_0.1_0.01_0.001,OraclePreview,0.1|0.01|0.001,load_step,3,load_step_seed3,0,9.221001748113032,3.194444444444444,0.0,3.194444444444444,100.0,1.0,5.751345492017596,0.02875672746008798,0.00044642546545418824,0.0,0.0,0.002571742407445025,0.0,0.030270198855162467,0.0018324814988376992,18.0,1.5416666666666667,37.0,519.4972213188319,1229.156699962914,"{'[0.0,0.1)': 18.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_0.1_0.01_0.001,OraclePreview,0.1|0.01|0.001,load_step,4,load_step_seed4,0,8.919703897991562,3.6111111111111107,0.0,3.6111111111111107,100.0,1.0,4.403723131820331,0.022018615659101654,0.00033655012793894126,0.0,0.0,0.005331718406512754,0.0,0.02317748184465132,0.0010743781684708499,14.5,1.25,30.0,404.3454463176911,1161.85829997994,"{'[0.0,0.1)': 15.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_0.1_0.01_0.001,OraclePreview,0.1|0.01|0.001,mixed,0,mixed_seed0,0,9.100503556095752,2.638888888888889,0.0,2.638888888888889,100.0,1.0,3.127593459063574,0.01563796729531787,0.0002355047343225047,0.0,0.0,0.000794532883484335,0.0,0.016460473921866475,0.0005412318680481043,18.0,1.5833333333333333,38.0,242.59863659685328,1147.8818000177853,"{'[0.0,0.1)': 18.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_0.1_0.01_0.001,OraclePreview,0.1|0.01|0.001,mixed,1,mixed_seed1,0,9.543129986508935,0.3472222222222222,0.0,0.3472222222222222,100.0,1.0,0.16896069261555652,0.0008448034630777826,1.2292646864204166e-05,0.0,0.0,3.764227912148987e-10,0.0,0.0008892667527873876,1.581588820392421e-06,11.0,0.9166666666666666,22.0,47.89750118074557,1097.3340999917127,"{'[0.0,0.1)': 11.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_0.1_0.01_0.001,OraclePreview,0.1|0.01|0.001,mixed,2,mixed_seed2,0,9.634281735528761,4.513888888888888,0.0,4.513888888888888,100.0,1.0,8.790576446919104,0.04395288223459552,0.0007064385804211687,0.0,0.0,0.020526427251611936,0.0,0.04626617515203185,0.004281062142009928,12.5,1.0416666666666667,25.0,266.80554284717397,1168.021099991165,"{'[0.0,0.1)': 13.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_0.1_0.01_0.001,OraclePreview,0.1|0.01|0.001,mixed,3,mixed_seed3,0,8.534535909712906,4.930555555555555,0.0,4.930555555555555,100.0,1.0,7.485712991100401,0.03742856495550201,0.0005927151172407294,0.0,0.0,0.014071589306510127,0.0,0.039398473057025096,0.003104434925420275,23.0,1.9583333333333333,47.0,562.457652292182,1138.7088000192307,"{'[0.0,0.1)': 23.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_0.1_0.01_0.001,OraclePreview,0.1|0.01|0.001,mixed,4,mixed_seed4,0,9.16935782953655,1.3888888888888888,0.0,1.3888888888888888,100.0,1.0,0.9442743906010331,0.0047213719530051655,6.932344273753136e-05,0.0,0.0,1.887543926331545e-05,0.0,0.004969836992190335,4.938825148727476e-05,11.5,0.9166666666666666,22.0,322.18516041810085,1152.104299981147,"{'[0.0,0.1)': 11.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_0.1_0.01_0.001,OraclePreview,0.1|0.01|0.001,wind_gust,0,wind_gust_seed0,0,9.346268361336383,0.4861111111111111,0.0,0.4861111111111111,100.0,1.0,0.6328230067663227,0.0031641150338316136,4.6290175274765803e-05,0.0,0.0,1.4112108106781121e-09,0.0,0.003330634223542267,2.218307293755419e-05,7.0,0.5833333333333334,14.0,133.84456868079724,1137.7369000110775,"{'[0.0,0.1)': 7.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_0.1_0.01_0.001,OraclePreview,0.1|0.01|0.001,wind_gust,1,wind_gust_seed1,0,9.761570834547495,0.1388888888888889,0.0,0.1388888888888889,100.0,1.0,0.07455735413487856,0.0003727867706743928,5.418411216363852e-06,0.0,0.0,3.150062481419133e-10,0.0,0.00039240700639672776,3.079663444661336e-07,2.5,0.20833333333333334,5.0,19.20273270912326,1087.2544999583624,"{'[0.0,0.1)': 2.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_0.1_0.01_0.001,OraclePreview,0.1|0.01|0.001,wind_gust,2,wind_gust_seed2,0,10.279614354724975,3.8194444444444446,0.0,3.8194444444444446,100.0,1.0,7.847824340808195,0.03923912170404097,0.0006239497338419697,0.0,0.0,0.01289855795017199,0.0,0.0413039472364046,0.0034108365748035676,16.0,1.3333333333333333,32.0,256.56832541668945,1199.8209999874234,"{'[0.0,0.1)': 16.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_0.1_0.01_0.001,OraclePreview,0.1|0.01|0.001,wind_gust,3,wind_gust_seed3,0,9.58777644251477,3.4027777777777777,0.0,3.4027777777777777,100.0,1.0,5.406853539617956,0.027034267698089778,0.0004180249925351252,0.0,0.0,0.003896788763625635,0.0,0.028457108613168275,0.0016195837935951169,19.0,1.625,39.0,511.5578398601226,1190.824400051497,"{'[0.0,0.1)': 19.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_0.1_0.01_0.001,OraclePreview,0.1|0.01|0.001,wind_gust,4,wind_gust_seed4,0,10.175015157207126,0.8333333333333334,0.0,0.8333333333333334,100.0,1.0,0.8131400215235222,0.004065700107617611,5.960455518095226e-05,0.0,0.0,1.0705635545541141e-08,0.0,0.004279631541188378,3.661385523166281e-05,10.0,0.8333333333333334,20.0,134.42183659713515,1155.7579999789596,"{'[0.0,0.1)': 10.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,cloud_edge,0,cloud_edge_seed0,0,9.085729598260176,1.5277777777777777,0.0,1.5277777777777777,100.0,1.0,0.7679228060733229,0.0038396140303666145,5.626129746734905e-05,0.0,0.0,1.0661317461669462e-06,0.0,0.004041698544766131,3.2670604257075803e-05,23.5,2.0,48.0,72.08634979207191,1177.839000010863,"{'[0.0,0.1)': 23.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,cloud_edge,1,cloud_edge_seed1,0,9.581776091903997,0.7638888888888888,0.0,0.7638888888888888,100.0,1.0,0.3218608888504902,0.001609304444252451,2.3458608747500113e-05,0.0,0.0,5.7132122251134074e-11,0.0,0.0016940045955436411,5.739293529899512e-06,10.5,1.0833333333333333,26.0,41.428613263148385,1113.5644999449141,"{'[0.0,0.1)': 10.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,cloud_edge,2,cloud_edge_seed2,0,9.67644330357038,6.666666666666667,0.0,6.666666666666667,100.0,1.0,8.718935028534743,0.04359467514267371,0.0007001104272310746,0.0,0.0,0.02173776854577069,0.0,0.04588908863336272,0.004211470644301578,15.0,1.5,36.0,137.00543972158306,1254.0869999793358,"{'[0.0,0.1)': 15.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,cloud_edge,3,cloud_edge_seed3,0,8.801379433423653,8.61111111111111,0.0,8.61111111111111,100.0,1.0,11.33524507818292,0.0566762253909146,0.0009372804636935692,0.0,0.0,0.03418715747713401,0.0,0.059658196316145606,0.0071138378241350705,23.0,1.9166666666666667,46.0,184.05065513951638,1146.134799986612,"{'[0.0,0.1)': 23.0, '[0.1,0.2)': 0.5, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,cloud_edge,4,cloud_edge_seed4,0,9.191746604595057,1.6666666666666667,0.0,1.6666666666666667,100.0,1.0,1.3358220313038192,0.006679110156519096,9.85175942868427e-05,0.0,0.0,6.933268264560859e-08,0.0,0.0070306417763524864,9.885972557278169e-05,18.0,1.5416666666666667,37.0,67.75766076336569,1110.591900011059,"{'[0.0,0.1)': 18.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,load_step,0,load_step_seed0,0,8.843146365091,10.13888888888889,0.0,10.13888888888889,100.0,1.0,14.987038919787368,0.07493519459893684,0.0012894997179944434,0.0,0.0,0.05331439046133499,0.0,0.07887615969496056,0.012425429712185654,25.0,2.0833333333333335,50.0,209.8552007640036,1155.357500014361,"{'[0.0,0.1)': 25.0, '[0.1,0.2)': 0.5, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,load_step,1,load_step_seed1,0,9.27860125390947,10.347222222222221,0.0,10.347222222222221,100.0,1.0,14.912742521222787,0.07456371260611394,0.001282235884802772,0.0,0.0,0.05434191023677889,0.0,0.07848789014139768,0.012319371119599853,22.0,2.0416666666666665,49.0,219.59984666593502,1149.4362999801524,"{'[0.0,0.1)': 22.0, '[0.1,0.2)': 0.5, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,load_step,2,load_step_seed2,0,9.334572542520615,10.13888888888889,0.0,10.13888888888889,100.0,1.0,14.251446651283054,0.07125723325641527,0.001216691150188755,0.0,0.0,0.04940960408506815,0.0,0.07500731456670673,0.011250532043560304,15.0,1.2916666666666667,31.0,201.35623548590553,1145.8789000171237,"{'[0.0,0.1)': 15.0, '[0.1,0.2)': 0.5, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,load_step,3,load_step_seed3,0,9.221001748107483,3.8194444444444446,0.0,3.8194444444444446,100.0,1.0,5.525957606510438,0.027629788032552192,0.00042782016159352153,0.0,0.0,0.00037180897756886245,0.0,0.02908398595323705,0.001691754115968746,21.0,1.8333333333333333,44.0,114.75028506974922,1116.783100005705,"{'[0.0,0.1)': 21.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
