controller,scenario,seed,scenario_seed,day_id,ramp95_kw_per_min,cap_violation_pct_import,cap_violation_pct_export,cap_violation_pct_total,soc_band_residency,throughput_kwh,efc,t_high_soc_h,t_low_soc_h,ceq_q95,t_high_c_h,efcrf,idod,n_micro,flip_per_hour,flip_per_day,mean_cpu_ms,max_cpu_ms,rainflow_hist
A2,mixed,0,mixed_seed0,0,9.456311658167252,0.0,0.0,0.0,1.0,0.015613960551941256,7.806980275970628e-05,0.0,0.0,0.0,0.0,8.217873974705747e-05,1.3506690532829207e-08,0.5,0.3333333333333333,8.0,0.22456249733093298,4.715200047940016,"{'[0.0,0.1)': 0.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
A2,mixed,1,mixed_seed1,0,9.74785596196784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21204111108090729,3.646500059403479,{}
A3,cloud_edge,0,cloud_edge_seed0,0,9.456311658167252,0.0,0.0,0.0,1.0,0.01707339425699625,8.536697128498125e-05,0.0,0.0,0.0,0.0,8.985996977367572e-05,1.6149628335451827e-08,0.5,0.3333333333333333,8.0,0.2287019461315746,1.8207000102847815,"{'[0.0,0.1)': 0.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
A3,cloud_edge,1,cloud_edge_seed1,0,9.74785596196784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21572638975663316,2.001600107178092,{}
A3,mixed,0,mixed_seed0,0,9.456311658167252,0.0,0.0,0.0,1.0,0.01707339425699625,8.536697128498125e-05,0.0,0.0,0.0,0.0,8.985996977367572e-05,1.6149628335451827e-08,0.5,0.3333333333333333,8.0,0.35817305809662986,10.440299985930324,"{'[0.0,0.1)': 0.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
A3,mixed,1,mixed_seed1,0,9.74785596196784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4915086115943268,37.850100081413984,{}
A4,cloud_edge,0,cloud_edge_seed0,0,9.456311658167252,0.0,0.0,0.0,1.0,0.01707339425699625,8.536697128498125e-05,0.0,0.0,0.0,0.0,8.985996977367572e-05,1.6149628335451827e-08,0.5,0.3333333333333333,8.0,0.19430944327420244,3.6060999846085906,"{'[0.0,0.1)': 0.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
A4,cloud_edge,1,cloud_edge_seed1,0,9.74785596196784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18961083422052777,2.9446000698953867,{}
A4,mixed,0,mixed_seed0,0,9.456311658167252,0.0,0.0,0.0,1.0,0.01707339425699625,8.536697128498125e-05,0.0,0.0,0.0,0.0,8.985996977367572e-05,1.6149628335451827e-08,0.5,0.3333333333333333,8.0,0.2223816625903257,2.307299990206957,"{'[0.0,0.1)': 0.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
A4,mixed,1,mixed_seed1,0,9.74785596196784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21884388859487242,5.5463999742642045,{}
A5,cloud_edge,0,cloud_edge_seed0,0,9.456311658167252,0.0,0.0,0.0,1.0,0.01707339425699625,8.536697128498125e-05,0.0,0.0,0.0,0.0,8.985996977367572e-05,1.6149628335451827e-08,0.5,0.3333333333333333,8.0,0.40492639010254705,15.50629991106689,"{'[0.0,0.1)': 0.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
A5,cloud_edge,1,cloud_edge_seed1,0,9.74785596196784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21973472580106723,3.808800014667213,{}
A5,mixed,0,mixed_seed0,0,9.456311658167252,0.0,0.0,0.0,1.0,0.01707339425699625,8.536697128498125e-05,0.0,0.0,0.0,0.0,8.985996977367572e-05,1.6149628335451827e-08,0.5,0.3333333333333333,8.0,0.12354638957832423,1.5724999830126762,"{'[0.0,0.1)': 0.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
A5,mixed,1,mixed_seed1,0,9.74785596196784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3725969468683211,73.42889998108149,{}
A6,cloud_edge,0,cloud_edge_seed0,0,9.456311658167252,0.0,0.0,0.0,1.0,0.01707339425699625,8.536697128498125e-05,0.0,0.0,0.0,0.0,8.985996977367572e-05,1.6149628335451827e-08,0.5,0.3333333333333333,8.0,0.2610063872351829,4.434200003743172,"{'[0.0,0.1)': 0.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
A6,cloud_edge,1,cloud_edge_seed1,0,9.74785596196784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2872263893045278,6.200000061653554,{}
A6,mixed,0,mixed_seed0,0,9.456311658167252,0.0,0.0,0.0,1.0,0.01707339425699625,8.536697128498125e-05,0.0,0.0,0.0,0.0,8.985996977367572e-05,1.6149628335451827e-08,0.5,0.3333333333333333,8.0,0.30223083190826905,3.606799989938736,"{'[0.0,0.1)': 0.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
A6,mixed,1,mixed_seed1,0,9.74785596196784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33085888684985953,7.219200022518635,{}
